GeoRegion,id,Operators,Domicile,Country,EconRegion,Growth_1Yr,Growth_2Yrs,Growth_3Yrs,Growth_4Yrs,Growth_5Yrs,Growth_10Yrs,entrytime,Admin,Demographics,Economic,Financial,Geographic,Global_Connected,Knowledge,Political,Brand_Val,Enterprise_Val,BV_div_EV,Brand_Rat_3cat,Nos_Countries,Large_Govt_Share,Major_Share,Operato_Age,Multinational,Nos_Empl,HHI,Pop_mill,GDPcap,HDI,PopDen,Urbanization,GINI_Index,Econ_Glob,Social_Glob,Political_Glob,Overall_Glob,GII_Input,GII_Output,GII_Overall,PR,CL,Ethnic_Frac,Linguistic_Frac,Religious_Frac,Power_Distance,Individualism,Masculinity,UA,Longtrem,Indulgence_Restraint,G3,opertype
5,25,Orange,France,Cameroon,3,.,.,.,.,.,.,6.05,36.37,10.316,6.267,.,4.5563,7.286,3.098,16.275,18.35,120.12,0.15,2,27,0,13.2,30,0,164.651,5.232,20.364,2.6,0.48,41.109,50.928,42.8,40.51,25.92,70.5,43.39,30.59,24.46,27.52,6,6,0.875,0.687,0.664,.,.,.,.,.,.,0,1
5,25,Orange,France,Cameroon,3,.,.,.,.,.,.,6.05,36.37,10.316,6.267,.,4.5563,7.286,3.098,16.275,18.35,120.12,0.15,2,27,0,13.2,30,0,164.651,5.232,20.364,2.6,0.48,41.109,50.928,42.8,40.51,25.92,70.5,43.39,30.59,24.46,27.52,6,6,0.875,0.687,0.664,.,.,.,.,.,.,0,1
5,25,Orange,France,Guinea-Bissau,4,.,.,.,.,.,.,6.05,16.398,11.355,5.603,.,4.1116,8.18,.,.,18.35,120.12,0.15,2,27,0,13.2,30,0,164.651,5.317,1.569,1.23,0.405,53.963,44.342,50.66,26.42,24.17,41.76,29.82,25.14,15.35,20.25,4,4,0.757,0.773,0.34,.,.,.,.,.,.,0,1
2,25,Orange,France,Belgium,1,0.69,.,.,.,.,.,4.3,3.649,0.239,3.821,0.152,0.558,0.119,0.536,0.0052,18.35,120.12,0.15,2,27,0,13.2,30,0,164.651,3.411,10.902,33.8,0.878,356.555,97.594,28.5,90.08,90.15,97.67,92.2,58.44,39.66,49.05,1,1,0.555,0.541,0.213,65,75,54,94,81.86,56.7,0,1
2,25,Orange,France,Romania,2,1.56,1.2,.,.,.,.,3.05,27.39,4.991,4.344,7.192,1.7725,2.125,2.336,11.3802,18.35,120.12,0.15,2,27,0,13.2,30,0,164.651,3.058,21.887,9.31,0.797,88.531,53.698,28.2,66.77,69.84,90.33,74.4,41.8,31.86,36.83,2,2,0.307,0.172,0.237,90,30,42,90,51.89,19.87,0,1
5,25,Orange,France,Botswana,2,.,.,.,.,.,.,5.3,13.564,37.268,5.251,2.064,7.8899,6.765,.,6.4938,18.35,120.12,0.15,2,27,0,13.2,30,0,164.651,4.289,1.961,9.4,0.669,3.494,56.004,60.46,64.49,40.6,55.79,53.27,42.1,20.65,30.51,3,2,0.41,0.411,0.599,.,.,.,.,.,.,0,1
1,25,Orange,France,Jordan,2,.,.,.,.,.,.,5.55,5.829,8.488,8.926,2.397,3.364,4.241,2.364,16.275,18.35,120.12,0.15,2,27,0,13.2,30,0,164.651,3.377,6.318,5.16,0.739,76.832,82.22,33.8,65.8,61.43,85.8,69.7,40.29,32.13,36.21,4,4,0.299,0.295,0.604,80,38,53,68,.,.,0,1
2,25,Orange,France,Moldova,3,0.45,0.45,.,.,.,.,3.05,18.68,11.422,10.463,.,2.0618,3.248,2.891,16.275,18.35,120.12,0.15,2,27,0,13.2,30,0,164.651,4.497,3.589,3.49,0.664,124.12,44.936,32.91,62.89,57.45,67.25,62.08,38.4,38.92,38.66,3,3,0.554,0.553,0.56,.,.,.,.,71.03,19.2,0,1
2,25,Orange,France,Luxembourg,1,1.66,1.22,.,.,.,.,3.05,2.755,1.102,28.202,5.65,0.5205,0.367,2.823,0.6965,18.35,120.12,0.15,2,27,0,13.2,30,0,164.651,4.09,0.503,77.78,0.884,192.194,88.178,31.53,93.92,81.74,79.44,85.43,63.93,41.37,52.65,1,1,0.53,0.644,0.091,40,60,50,70,63.98,56.03,0,1
2,25,Orange,France,France,1,1.31,1.04,.,.,.,.,3.3,0,0,0,0,0,0,0,0,18.35,120.12,0.15,2,27,0,13.2,30,0,164.651,3.79,63.06,29.63,0.879,118.174,78.106,29.9,78.57,87.56,97.96,87.23,55.61,42.9,49.25,1,1,0.103,0.122,0.403,68,71,43,86,63.48,47.77,0,1
5,25,Orange,France,Mauritius,2,1.76,1.38,1.14,.,.,.,2.55,9.307,11.65,6.668,2.804,9.2573,4.898,2.965,5.497,18.35,120.12,0.15,2,27,0,13.2,30,0,164.651,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1
4,26,Personal (Telecom Argentina),Argentina,Argentina,2,2.11,1.58,1.2,1.06,0.95,.,6.75,0,0,0,0,0,0,0,0,0.64,.,.,2,19,0,54.74,28,0,10.901,2.686,37.088,12.52,0.771,13.541,89.142,45.27,40.84,52.7,92.34,59.42,37.29,33.44,35.36,2,2,0.255,0.062,0.224,49,46,56,86,20.4,61.83,1,0
4,26,Personal (Telecom Argentina),Argentina,Paraguay,2,0.77,0.63,0.52,0.47,0.51,.,7.5,3.201,1.812,2.043,3.753,1.3573,10.607,0.118,1.4069,0.64,.,.,2,19,0,54.74,28,0,10.901,4.648,5.405,4.56,0.624,13.347,55.331,49.67,57.83,45.82,76.18,58.45,34.45,27.9,31.17,3,3,0.169,0.598,0.212,.,.,.,.,.,.,1,0
4,26,Personal (Telecom Argentina),Argentina,Argentina,2,.,.,.,.,.,.,5.05,0,0,0,0,0,0,0,0,0.64,.,.,2,19,0,54.74,28,0,10.901,3.211,40.199,15.27,0.802,14.908,90.795,45.27,40.84,52.7,92.34,59.42,37.29,33.44,35.36,2,2,0.255,0.062,0.224,49,46,56,86,20.4,61.83,0,0
4,26,Personal (Telecom Argentina),Argentina,Paraguay,2,.,.,.,.,.,.,6.05,3.201,1.388,.,.,1.3573,4.711,0.15,3.2685,0.64,.,.,2,19,0,54.74,28,0,10.901,4.178,6.404,4.71,0.664,15.424,58.26,49.67,57.83,45.82,76.18,58.45,34.45,27.9,31.17,3,3,0.169,0.598,0.212,.,.,.,.,.,.,0,0
1,27,STC,Saudi Arabia,Bahrain,1,0.84,0.74,0.65,0.58,0.52,.,9.5,6.154,6.203,1.937,1.873,0.5686,.,0,2.0551,4.98,.,.,2,8,1,70,20,0,17,10,0.683,20.6,0.794,936.076,88.372,39.73,87.09,68.5,39.79,67.19,52.73,22.87,37.8,5,5,0.502,0.434,0.553,80,38,53,68,23,34,1,1
1,27,STC,Saudi Arabia,Kuwait,1,1.07,1.04,1.03,0.88,0.74,.,8.25,10.349,22.988,1.558,0.767,0.5064,.,0.181,1.5502,4.98,.,.,2,8,1,70,20,0,17,5.899,1.943,36.15,0.786,115.081,98.113,39.73,59.96,81.92,55.86,66.94,42.44,30.85,36.64,4,5,0.66,0.344,0.675,80,38,53,68,23,34,1,1
1,27,STC,Saudi Arabia,Kuwait,1,1.65,1.11,0.84,.,.,.,2.05,10.349,6.262,1.753,2.838,0.5064,4.465,0.033,0.7709,4.98,.,.,2,8,1,70,20,0,17,3.877,2.921,42.07,0.79,158.19,98.248,39.73,68.36,81.87,59.79,70.99,42.44,30.85,36.64,4,5,0.66,0.344,0.675,80,38,53,68,23,34,0,1
1,27,STC,Saudi Arabia,Bahrain,1,1.13,.,.,.,.,.,4.3,6.154,9.458,0.98,1.261,0.5686,6.206,0.001,18.9585,4.98,.,.,2,8,1,70,20,0,17,5.058,1.222,26.31,0.81,1559.249,88.5,39.73,87.55,65.76,45.71,67.97,52.73,22.87,37.8,5,5,0.502,0.434,0.553,80,38,53,68,23,34,0,1
2,28,Swisscom,Switzerland,Liechtenstein,1,.,.,.,.,.,.,5.3,2.431,.,.,.,0.1199,.,101.148,.,3.83,30.02,0.13,2,2,1,51,20,0,19.479,3.38,0.036,125.95,0.899,223.538,14.519,30.42,88.76,85.94,80.51,88,63.93,41.37,52.65,1,1,0.245,0.25,0.816,.,.,.,.,.,.,0,1
2,28,Swisscom,Switzerland,Switzerland,1,0.52,0.4,.,.,.,.,3.05,0,0,0,0,0,0,0,0,3.83,30.02,0.13,2,2,1,51,20,0,19.479,4.566,7.787,37.3,0.92,195.967,73.625,32.96,82.69,92.08,92.91,88.97,66.07,58.2,63.82,1,1,0.06,0.197,0.234,31,71,5,29,52.9,77.68,0,1
2,29,Tele2,Sweden,Sweden,1,1.47,1.16,0.98,0.84,0.76,0.39,3.75,0,0,0,0,0,0,0,0,1.19,7.57,0.16,2,7,1,97,25,1,6.995,3.961,8.88,27.17,0.877,21.621,84.026,25.4,86.07,86.52,95.51,88.84,64.85,59.4,62.12,1,1,0.06,0.197,0.234,31,71,5,29,52.9,77.68,1,1
1,29,Tele2,Sweden,Kazakhstan,2,1.44,1,0.86,0.78,.,.,10.75,29.914,16.436,8.654,4.525,3.5965,12.408,18.734,31,1.19,7.57,0.16,2,7,1,97,25,1,6.995,4.294,14.567,7.64,0.685,5.513,55.729,28.8,64.25,42.82,65.7,56.74,39.86,20.77,30.32,6,5,0.617,0.662,0.59,.,.,.,.,.,.,1,1
2,29,Tele2,Sweden,Russian Federation,2,0.52,.,.,.,.,.,13.75,26.045,14.293,8.748,4.037,4.2604,14.026,15.378,31,1.19,7.57,0.16,2,7,1,97,25,1,6.995,2.03,146.467,8.31,0.72,8.949,73.35,41.54,52.21,69.35,91.71,69.43,40.79,30.91,35.85,6,5,0.245,0.249,0.44,93,39,36,95,81.36,19.87,1,1
2,29,Tele2,Sweden,Lithuania,1,1.06,0.79,0.7,0.86,0.78,.,6.75,25.704,4.146,6.554,3.986,0.8425,10.179,16.62,17.5484,1.19,7.57,0.16,2,7,1,97,25,1,6.995,5.346,3.48,8.57,0.757,55.832,66.986,34.44,76.41,65.33,71.24,70.89,47.46,29.52,38.49,1,1,0.322,0.322,0.414,42,60,19,65,81.86,15.63,1,1
2,29,Tele2,Sweden,Latvia,1,1.27,1.06,0.92,0.82,0.74,.,5.75,70.457,5.285,6.561,4.846,0.7916,8.983,16.975,16.3516,1.19,7.57,0.16,2,7,1,97,25,1,6.995,5.602,2.358,8.12,0.728,38.066,68.067,36.4,77.04,68.32,47.77,65.75,47.46,32.14,39.8,1,1,0.587,0.58,0.556,44,70,9,63,68.77,12.95,1,1
2,29,Tele2,Sweden,Croatia,1,1.02,0.75,0.6,0.54,0.47,.,6,41.678,3.311,5.104,5.026,1.8743,11.68,14.386,16.4497,1.19,7.57,0.16,2,7,1,97,25,1,6.995,5.01,4.461,7.56,0.749,79.163,55.587,30,70.5,70.44,78.17,72.59,45,30.96,37.98,2,2,0.369,0.076,0.445,73,33,40,80,58.44,33.26,1,1
2,29,Tele2,Sweden,Estonia,1,0.9,0.74,0.65,0.59,0.56,.,6.25,26.977,4.613,10.62,3.643,0.6881,3.382,12.293,16.3302,1.19,7.57,0.16,2,7,1,97,25,1,6.995,4.219,1.361,10.4,0.781,32.956,69.368,33.5,89.73,71.3,65.76,76.32,54.86,43.5,49.18,1,1,0.506,0.494,0.499,40,60,30,60,82.12,16.29,1,1
2,29,Tele2,Sweden,Sweden,1,1.44,1.71,1.37,1.11,.,.,1.05,0,0,0,0,0,0,0,0,1.19,7.57,0.16,2,7,1,97,25,1,6.995,3.218,9.346,32.96,0.895,22.661,84.902,26.61,86.16,86.04,95.12,88.58,64.85,59.4,62.12,1,1,0.06,0.197,0.234,31,71,5,29,52.9,77.68,0,1
2,29,Tele2,Sweden,Russian Federation,2,1.07,.,.,.,.,.,4.55,26.045,10.076,6.425,2.624,4.2604,6.45,10.997,28.6,1.19,7.57,0.16,2,7,1,97,25,1,6.995,2.324,143.654,13.41,0.773,8.719,73.642,39.69,51.67,68.89,92.73,69.35,40.79,30.91,35.85,6,5,0.245,0.249,0.44,93,39,36,95,81.36,19.87,0,1
2,29,Tele2,Sweden,Netherlands,1,.,.,.,.,.,.,5.3,14.605,1.063,0.779,3.849,1.1927,0.586,0.3,16.7367,1.19,7.57,0.16,2,7,1,97,25,1,6.995,3.841,16.588,34.39,0.906,490.08,86.242,28.38,91.9,89.43,93.23,91.35,60.42,52.2,56.31,1,1,0.105,0.514,0.722,38,80,14,53,67,68.3,0,1
2,29,Tele2,Sweden,Croatia,1,.,.,.,.,.,.,6.3,41.678,1.939,4.481,3.216,1.8743,7.241,7.452,28.6,1.19,7.57,0.16,2,7,1,97,25,1,6.995,4.168,4.344,9.67,0.803,79.147,57.287,32.6,71.82,71.2,85.52,75.37,45,30.96,37.98,2,2,0.369,0.076,0.445,73,33,40,80,58.44,33.26,0,1
2,29,Tele2,Sweden,Estonia,1,0.92,0.89,.,.,.,.,3.3,26.977,2.013,6.009,2.338,0.6881,0.721,5.481,17.1704,1.19,7.57,0.16,2,7,1,97,25,1,6.995,3.591,1.301,18.88,0.833,31.482,68.223,31.4,86.8,73.23,72.15,77.75,54.86,43.5,49.18,1,1,0.506,0.494,0.499,40,60,30,60,82.12,16.29,0,1
2,29,Tele2,Sweden,Lithuania,1,1.96,1.42,.,.,.,.,3.3,25.704,4.056,7.106,2.729,0.8425,1.461,10.425,17.1754,1.19,7.57,0.16,2,7,1,97,25,1,6.995,3.546,3.085,14.56,0.824,50.465,66.842,37.38,67,65.67,74.31,68.52,47.46,29.52,38.49,1,1,0.322,0.322,0.414,42,60,19,65,81.86,15.63,0,1
2,29,Tele2,Sweden,Latvia,1,0.69,.,.,.,.,.,4.3,70.457,3.754,6.408,2.707,0.7916,0.884,11.601,17.1863,1.19,7.57,0.16,2,7,1,97,25,1,6.995,4.034,2.101,14.92,0.815,34.443,67.764,36,67.42,70.24,56.87,65.55,47.46,32.14,39.8,1,1,0.587,0.58,0.556,44,70,9,63,68.77,12.95,0,1
1,29,Tele2,Sweden,Kazakhstan,2,.,.,.,.,.,.,6.3,29.914,10.168,6.556,2.406,3.5965,7.777,13.452,28.6,1.19,7.57,0.16,2,7,1,97,25,1,6.995,4.165,15.832,15.06,0.763,5.961,53.908,28.8,64.25,42.82,65.7,56.74,39.86,20.77,30.32,6,5,0.617,0.662,0.59,.,.,.,.,.,.,0,1
2,30,Telekom Austria,Austria,Austria,1,1.99,1.6,1.26,1.09,0.94,0.59,2.5,0,0,0,0,0,0,0,0,1.94,11.1,0.17,1,7,0,51,20,0,8.352,3.654,8.035,31.57,0.837,97.016,65.8,29.87,87.03,90.25,96.58,90.85,59.28,42.21,50.75,1,1,0.107,0.152,0.415,11,55,79,70,60.45,62.72,1,1
2,30,Telekom Austria,Austria,Croatia,1,0.85,0.78,0.67,0.63,0.51,0.3,4.75,32.791,0.861,4.596,3.516,0.2932,5.559,2.186,5.4915,1.94,11.1,0.17,1,7,0,51,20,0,8.352,5.01,4.461,7.56,0.749,79.163,55.587,30,70.5,70.44,78.17,72.59,45,30.96,37.98,2,2,0.369,0.076,0.445,73,33,40,80,58.44,33.26,1,1
2,30,Telekom Austria,Austria,Belarus,2,0.98,0.78,0.63,0.53,0.46,.,9.5,24.221,3.636,19.181,3.038,0.7834,1.274,0.013,5.8578,1.94,11.1,0.17,1,7,0,51,20,0,8.352,10,9.951,12.19,0.681,49.199,69.973,28.3,39.33,58.11,38.71,46.09,37.72,28.13,32.93,7,6,0.322,0.467,0.612,.,.,.,.,80.86,14.96,1,1
2,30,Telekom Austria,Austria,Bulgaria,2,0.78,0.76,0.79,0.73,0.75,.,5,26.688,1.597,7.176,.,1.0336,4.852,2.698,5.3539,1.94,11.1,0.17,1,7,0,51,20,0,8.352,6.483,7.968,6.37,0.713,73.851,68.899,33.8,63.93,56.17,84.51,66.74,44.2,32.64,38.42,2,2,0.402,0.303,0.597,70,30,40,85,69.02,15.85,1,1
2,30,Telekom Austria,Austria,Macedonia,2,0.52,0.38,0.29,0.23,.,.,10.25,27.232,3.25,7.358,4.417,0.9194,7.87,3.97,20.432,1.94,11.1,0.17,1,7,0,51,20,0,8.352,10,2.059,6.36,0.456,80.016,58.548,44.05,59.31,63.2,48.23,57.69,40.37,26.57,33.47,3,3,0.502,0.502,0.59,.,.,.,.,61.71,35.27,1,1
2,30,Telekom Austria,Austria,Serbia,2,0.74,0.66,0.65,0.62,0.59,.,7.25,.,2.198,7.786,4.749,.,.,.,.,1.94,11.1,0.17,1,7,0,51,20,0,8.352,5.376,10.244,7,0.709,85.94,53.188,29.67,55.65,64.2,64.66,61.29,39.09,33.53,36.31,2,2,0.574,0,0,86,25,43,92,52.14,28.13,1,1
2,30,Telekom Austria,Austria,Slovenia,1,0.63,0.47,0.43,0.36,0.32,.,7,39.038,1.4,3.02,3.213,0.1765,2.786,0.553,5.3786,1.94,11.1,0.17,1,7,0,51,20,0,8.352,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
2,30,Telekom Austria,Austria,Austria,1,0.41,1.32,1.34,1.25,.,.,1.05,0,0,0,0,0,0,0,0,1.94,11.1,0.17,1,7,0,51,20,0,8.352,3.177,8.387,36.03,0.872,101.036,65.847,31.5,85.35,91.56,97.08,90.88,59.28,42.21,50.75,1,1,0.107,0.152,0.415,11,55,79,70,60.45,62.72,0,1
2,30,Telekom Austria,Austria,Croatia,1,1.63,1.25,.,.,.,.,2.3,32.791,0.43,3.753,3.348,0.2932,4.545,1.736,28.6,1.94,11.1,0.17,1,7,0,51,20,0,8.352,4.168,4.344,9.67,0.803,79.147,57.287,32.6,71.82,71.2,85.52,75.37,45,30.96,37.98,2,2,0.369,0.076,0.445,73,33,40,80,58.44,33.26,0,1
2,30,Telekom Austria,Austria,Macedonia,2,.,.,.,.,.,.,4.8,27.232,3.491,7.219,2.405,0.9194,1.625,3.937,28.6,1.94,11.1,0.17,1,7,0,51,20,0,8.352,4.903,2.101,6.95,0.503,82.042,57.047,44.05,59.31,63.2,48.23,57.69,40.37,26.57,33.47,3,3,0.502,0.502,0.59,.,.,.,.,61.71,35.27,0,1
2,30,Telekom Austria,Austria,Serbia,2,.,.,.,.,.,.,5.3,.,2.678,5.732,36.803,.,1.802,2.475,28.6,1.94,11.1,0.17,1,7,0,51,20,0,8.352,4.52,9.675,7.24,0.755,83.705,55.159,28.67,56.78,65.32,67.62,62.92,39.09,33.53,36.31,2,2,0.574,0,0,86,25,43,92,52.14,28.13,0,1
2,30,Telekom Austria,Austria,Slovenia,1,1.97,1.68,.,.,.,.,3.05,39.038,1.133,2.285,0.935,0.1765,0.364,2.02,17.1691,1.94,11.1,0.17,1,7,0,51,20,0,8.352,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1
2,31,Telekom Slovenije,Slovenia,Macedonia,2,0.49,0.42,0.37,0.34,0.31,.,8,3.946,1.444,1.115,0.274,0.7469,1.301,3.647,.,0.23,2.11,0.11,1,3,1,100,23,0,3.803,10,2.059,6.36,0.456,80.016,58.548,44.05,59.31,63.2,48.23,57.69,40.37,26.57,33.47,3,3,0.502,0.502,0.59,.,.,.,.,61.71,35.27,1,1
2,31,Telekom Slovenije,Slovenia,Kosovo,3,0.76,.,.,.,.,.,13.26,.,.,.,.,.,.,.,.,0.23,2.11,0.11,1,3,1,100,23,0,3.803,10,2.351,1.09,0.65,156.15,38,29,58.64,55.75,71.9,61.23,40.37,26.57,33.47,4,3,0.502,0.502,0.59,.,.,.,.,.,.,1,1
2,31,Telekom Slovenije,Slovenia,Slovenia,1,1.76,1.18,0.9,0.75,0.65,0.33,4.25,0,0,0,0,0,0,0,0,0.23,2.11,0.11,1,3,1,100,23,0,3.803,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1
2,31,Telekom Slovenije,Slovenia,Sweden,1,1.97,1.54,1.19,0.96,.,.,1.29,44.953,1.447,3.046,2.274,1.7683,1.339,3.124,17.1691,0.23,2.11,0.11,1,3,1,100,23,0,3.803,3.218,9.346,32.96,0.895,22.661,84.902,26.61,86.16,86.04,95.12,88.58,64.85,59.4,62.12,1,1,0.06,0.197,0.234,31,71,5,29,52.9,77.68,0,1
2,31,Telekom Slovenije,Slovenia,Macedonia,2,.,.,.,.,.,.,4.8,3.946,3.202,1.768,0.836,0.7469,0.453,6.008,17.1691,0.23,2.11,0.11,1,3,1,100,23,0,3.803,4.903,2.101,6.95,0.503,82.042,57.047,44.05,59.31,63.2,48.23,57.69,40.37,26.57,33.47,3,3,0.502,0.502,0.59,.,.,.,.,61.71,35.27,0,1
1,31,Telekom Slovenije,Slovenia,Thailand,2,1.06,.,.,.,.,.,4.55,26.981,7.057,1.543,1.195,8.4555,2.697,5.959,17.1691,0.23,2.11,0.11,1,3,1,100,23,0,3.803,3.38,66.34,9.41,0.711,130.912,42.744,39.75,67.54,50.54,79.25,64.49,43.33,31.93,37.63,6,5,0.634,0.634,0.099,64,20,34,64,31.74,45.09,0,1
2,31,Telekom Slovenije,Slovenia,Kosovo,3,.,.,.,.,.,.,5.05,.,.,.,.,.,.,.,.,0.23,2.11,0.11,1,3,1,100,23,0,3.803,5.398,2.785,3.21,0.67,161.796,38,31.8,58.64,55.75,71.9,61.23,40.37,26.57,33.47,4,3,0.502,0.502,0.59,.,.,.,.,.,.,0,1
2,31,Telekom Slovenije,Slovenia,Slovenia,1,1.39,0.95,.,.,.,.,3.05,0,0,0,0,0,0,0,0,0.23,2.11,0.11,1,3,1,100,23,0,3.803,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1
2,32,Telenor,Norway,Sweden,1,1.09,0.82,0.69,0.61,0.61,0.29,3.75,9.507,0.914,4.177,5.526,0.2613,0.236,3.786,31,3.81,30.36,0.13,1,9,1,53.97,140,0,33.181,3.961,8.88,27.17,0.877,21.621,84.026,25.4,86.07,86.52,95.51,88.84,64.85,59.4,62.12,1,1,0.06,0.197,0.234,31,71,5,29,52.9,77.68,1,1
1,32,Telenor,Norway,Bangladesh,3,1.43,.,.,.,.,.,13.26,100.775,8.163,22.266,1.328,7.1589,16.803,8.245,20.5488,3.81,30.36,0.13,1,9,1,53.97,140,0,33.181,5.006,133.556,1.79,0.468,1010.842,23.59,32.13,28.06,22.61,75.1,39.02,29.64,26.47,28.05,3,4,0.045,0.093,0.209,80,20,55,60,47.1,19.64,1,1
2,32,Telenor,Norway,Bulgaria,2,0.63,0.7,0.68,0.64,0.58,.,6.25,53.932,3.546,23.408,1.764,2.3337,12.57,5.643,16.3115,3.81,30.36,0.13,1,9,1,53.97,140,0,33.181,6.483,7.968,6.37,0.713,73.851,68.899,33.8,63.93,56.17,84.51,66.74,44.2,32.64,38.42,2,2,0.402,0.303,0.597,70,30,40,85,69.02,15.85,1,1
2,32,Telenor,Norway,Serbia,2,0.67,0.63,0.6,0.56,0.53,.,6.75,.,4.401,21.513,1.518,.,.,.,.,3.81,30.36,0.13,1,9,1,53.97,140,0,33.181,5.376,10.244,7,0.709,85.94,53.188,29.67,55.65,64.2,64.66,61.29,39.09,33.53,36.31,2,2,0.574,0,0,86,25,43,92,52.14,28.13,1,1
2,32,Telenor,Norway,Hungary,1,0.87,0.67,0.54,0.48,0.44,.,5.75,25.817,3.902,22.932,1.123,1.7859,13.077,3.463,16.3552,3.81,30.36,0.13,1,9,1,53.97,140,0,33.181,4.538,10.21,13.03,0.769,113.936,64.575,34.7,87.55,79.75,89.33,85.16,51.04,45.2,48.12,1,2,0.152,0.03,0.524,46,80,88,82,58.19,31.47,1,1
2,32,Telenor,Norway,Montenegro,2,0.39,0.48,0.45,0.42,0.38,.,7,.,3.367,20.628,.,.,.,.,.,3.81,30.36,0.13,1,9,1,53.97,140,0,33.181,5.708,0.611,4.88,0.74,44.978,58.544,31.01,70.62,57.49,51.34,60.46,45,35.3,40.15,3,2,0.482,0.304,0.437,.,.,.,.,75.31,19.87,1,1
1,32,Telenor,Norway,Pakistan,3,0.76,.,.,.,.,.,13.75,36.452,7.465,21.571,1.32,5.55,17.549,8.228,24.3637,3.81,30.36,0.13,1,9,1,53.97,140,0,33.181,3.473,145.345,2.7,0.45,179.695,33.155,30.5,33.82,34.3,83,47.56,25.44,22.57,24,4,5,0.71,0.719,0.385,55,14,50,70,49.87,0,1,1
1,32,Telenor,Norway,Thailand,2,1.1,1.24,1.25,1.23,1.17,.,8.75,25.71,13.155,26.316,2.655,8.549,14.993,8.013,26.2466,3.81,30.36,0.13,1,9,1,53.97,140,0,33.181,3.718,62.706,7.06,0.649,123.232,31.391,39.75,67.54,50.54,79.25,64.49,43.33,31.93,37.63,6,5,0.634,0.634,0.099,64,20,34,64,31.74,45.09,1,1
1,32,Telenor,Norway,Myanmar,3,.,.,.,.,.,.,14.01,27.699,14.767,.,.,.,20.905,8.272,.,3.81,30.36,0.13,1,9,1,53.97,140,0,33.181,10,48.674,1.94,0.427,70.532,26.968,38.1,48.7,12.57,36,31.86,23.03,16.25,19.6,6,5,0.506,0.507,0.197,.,.,.,.,.,.,1,1
2,32,Telenor,Norway,Serbia,2,.,.,.,.,.,.,5.3,.,4.231,19.614,.,.,6.245,8.401,28.6,3.81,30.36,0.13,1,9,1,53.97,140,0,33.181,4.52,9.675,7.24,0.755,83.705,55.159,28.67,56.78,65.32,67.62,62.92,39.09,33.53,36.31,2,2,0.574,0,0,86,25,43,92,52.14,28.13,0,1
2,32,Telenor,Norway,Bulgaria,2,.,.,.,.,.,.,6.05,53.932,4.603,20.664,.,2.3337,5.414,10.184,23.3531,3.81,30.36,0.13,1,9,1,53.97,140,0,33.181,4.07,7.418,9.76,0.77,68.574,71.963,33.8,72.89,58.98,84.99,71.09,44.2,32.64,38.42,2,2,0.402,0.303,0.597,70,30,40,85,69.02,15.85,0,1
2,32,Telenor,Norway,Hungary,1,2.03,1.49,.,.,.,.,2.8,43.324,3.625,20.413,.,1.7859,6.238,6.689,17.2242,3.81,30.36,0.13,1,9,1,53.97,140,0,33.181,3.592,10.023,17.19,0.817,110.711,68.366,27,89,81.72,91.47,86.99,51.04,45.2,48.12,1,2,0.152,0.03,0.524,46,80,88,82,58.19,31.47,0,1
2,32,Telenor,Norway,Montenegro,2,1.54,1.18,.,.,.,.,3.05,.,2.588,21.6,.,.,21.333,.,.,3.81,30.36,0.13,1,9,1,53.97,140,0,33.181,3.441,0.62,7.02,0.787,45.97,62.918,31.01,70.62,57.49,51.34,60.46,45,35.3,40.15,3,2,0.482,0.304,0.437,.,.,.,.,75.31,19.87,0,1
2,33,Telia,Sweden,Sweden,1,1.51,1.42,1.29,1.13,0.97,.,3.75,0,0,0,0,0,0,0,0,2.18,41.17,0.05,2,8,1,37.3,15,0,29.734,3.961,8.88,27.17,0.877,21.621,84.026,25.4,86.07,86.52,95.51,88.84,64.85,59.4,62.12,1,1,0.06,0.197,0.234,31,71,5,29,52.9,77.68,1,1
2,33,Telia,Sweden,Estonia,1,0.9,0.75,0.65,0.58,0.53,.,5.25,26.977,4.613,10.62,0.782,0.9356,3.382,8.013,16.3302,2.18,41.17,0.05,2,8,1,37.3,15,0,29.734,4.219,1.361,10.4,0.781,32.956,69.368,33.5,89.73,71.3,65.76,76.32,54.86,43.5,49.18,1,1,0.506,0.494,0.499,40,60,30,60,82.12,16.29,1,1
2,33,Telia,Sweden,Sweden,1,2.05,2.25,2,1.62,1.35,.,0.05,0,0,0,0,0,0,0,0,2.18,41.17,0.05,2,8,1,37.3,15,0,29.734,3.218,9.346,32.96,0.895,22.661,84.902,26.61,86.16,86.04,95.12,88.58,64.85,59.4,62.12,1,1,0.06,0.197,0.234,31,71,5,29,52.9,77.68,0,1
